作答ID,用户ID,开始时间,结束时间,作答时长(秒),作答渠道,发布ID,问卷发布名称,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,随机元素,音乐A,您对音频A的感受评价是？,音乐B,您对音频B的感受评价是？,音乐C,您对音频C的感受评价是？,音乐D,您对音频D的感受评价是？,音乐E,您对音频E的感受评价是？,音乐F,您对音频F的感受评价是？,音乐G,您对音频G的感受评价是？,音乐H,您对音频H的感受评价是？,音乐I,您对音频I的感受评价是？,音乐J,您对音频J的感受评价是？,音乐Z,您对音频Z的感受评价是？,音乐K,您对音频K的感受评价是？,音乐L,您对音频L的感受评价是？,音乐M,您对音频M的感受评价是？,音乐N,您对音频N的感受评价是？,音乐O,您对音频O的感受评价是？,音乐P,您对音频P的感受评价是？,在刚才的音频片段中，你是否听到了人声演唱或说唱？如果有，请判断主要是男声还是女声。,音乐Q,您对音频Q的感受评价是？,音乐R,您对音频R的感受评价是？,音乐S,您对音频S的感受评价是？,音乐T,您对音频T的感受评价是？,音乐U,您对音频U的感受评价是？,音乐V,您对音频V的感受评价是？,音乐v,您对音频v的感受评价是？,音乐W,您对音频W的感受评价是？,音乐X,您对音频X的感受评价是？,音乐Y,您对音频Y的感受评价是？,下面是一些描述人们性格特点的句子，请根据每个句子与您的性格相符程度选择相应的数字。??例如：“在集体活动中，我是个活跃分子”非常恰当的描述您，那么请您在“6=完全同意”上画圈，依此类推。每个人的性格各不相同，所以答案没有对错之分，请根据您的实际情况作答。1=完全不符合，2=大部分不符合，3=有点不符合，4=有点符合，5=大部分符合，6=完全符合,我常感到害怕,一旦确定了目标，我会坚持努力地实现它,我觉得大部分人基本上是心怀善意的,我头脑中经常充满生动的画面,我对人多的聚会感到乏味,此题请选择1,有时我觉得自己一无是处,我常常是仔细考虑之后才做出决定,我不太关心别人是否受到不公正的待遇,我是个勇于冒险，突破常规的人,在热闹的聚会上，我常常表现主动并尽情玩耍,别人一句漫不经心的话，我常会联系在自己身上,别人认为我是个慎重的人,我时常觉得别人的痛苦与我无关,我喜欢冒险,我尽量避免参加人多的聚会和嘈杂的环境,在面对压力时，我有种快要崩溃的感觉,我喜欢一开头就把事情计划好,我是那种只照顾好自己，不替别人担忧的人,我对许多事情有着很强的好奇心,有我在的场合一般不会冷场,我常担忧一些无关紧要的事情,我工作或学习很勤奋,虽然社会上有些骗子，但我觉得大部分人还是可信的,我身上具有别人没有的冒险精神,在一个团体中，我希望处于领导地位,我常常感到内心不踏实,我是个倾尽全力做事的人,当别人向我诉说不幸时，我常感到难过,我渴望学习一些新东西，即使它们与我的日常生活无关,别人多认为我是一个热情和友好的人,我常担心有什么不好的事情要发生,在工作上，我常只求能应付过去便可,尽管人类社会存在着一些阴暗的东西（如战争、罪恶、欺诈），我仍然相信人性总的来说是善良的,我的想象力相当丰富,我喜欢参加社交与娱乐聚会,我很少感到忧郁或沮丧,做事讲究逻辑和条理是我的一个特点,我常为那些遭遇不幸的人感到难过,我很愿意也很容易接受那些新事物、新观点、新想法,我希望成为领导者而不是被领导者,请问您在音乐知识或演奏技能方面的熟悉程度如何？,您对音乐的接触频率是？,您的性别是？,您的年龄是？,您的主要职业是？,您从小到18岁主要在哪个城市/地区生活？,您目前或过去半年主要居住地是哪里？,,
XOA6azRjAXO,27advDrM,2025/3/21 17:45,2025/3/21 17:57,675,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,120.207.60.238,113.543757,39.265732,山西省,忻州市,MOBILE,Android,Chrome,393px*818px,"I4,M4,M3,S1,M2,M5,C1,S3,U2,S4,C5,I3,I1,test1,U4,S5,C3,I2,C2,U1,test2,S2,C4,U5,M1,I5,U3",1,3,1,5,1,4,1,4,1,4,1,6,1,7,1,5,1,7,2,7,1,7,1,5,1,5,1,5,1,5,1,6,1,6,出现了男声,1,3,1,6,1,3,1,4,1,7,2,6,1,6,1,6,1,5,1,5,1,1,6,5,5,2,1,2,5,3,4,5,3,4,4,4,2,2,6,2,5,4,2,5,5,4,3,1,6,5,6,5,2,2,5,5,5,4,6,5,6,3,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，且每天超过 2 小时,女,35-44岁,领导干部(公司/企业/事业单位/党政机关),河北,河北,0,0
mn9orvAdA1K,G7X2Yb5e,2025/3/21 17:44,2025/3/21 17:56,760,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,120.207.171.242,111.53109,36.123579,山西省,临汾市,MOBILE,Android,Chrome,360px*800px,"I1,C2,I3,S1,U4,U5,C5,I5,U3,M1,test2,C4,test1,C1,S2,C3,S5,M3,M2,M4,M5,U2,S4,S3,I2,U1,I4",1,3,1,2,1,6,1,3,1,3,2,3,1,7,1,4,1,6,1,5,1,4,1,5,1,4,1,3,1,4,1,2,1,2,出现了男声,1,1,1,3,1,1,1,3,1,3,1,7,1,6,1,4,1,6,1,7,1,1,5,4,5,5,1,3,5,2,4,4,4,6,2,4,6,4,5,1,5,4,4,6,5,4,5,2,6,3,4,6,3,2,5,6,5,4,5,5,5,5,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我每周里1~2天会听音乐,女,25-34岁,领导干部(公司/企业/事业单位/党政机关),山西大同,太原,1,1
mn9or442Bxx,pLzlJD3M,2025/3/21 17:37,2025/3/21 17:56,1151,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,49.90.3.115,120.642571,31.129941,江苏省,苏州市,MOBILE,iOS,WeChat,390px*844px,"M1,I4,I3,U1,S1,S3,C2,M5,M4,S5,I2,M3,C3,C1,U3,test2,C5,U5,S4,test1,C4,U2,S2,I5,M2,I1,U4",1,5,1,4,1,5,1,3,1,6,1,6,1,6,1,7,1,6,1,5,1,5,1,4,1,5,1,5,1,6,1,5,1,5,出现了男声,1,5,1,3,1,3,1,5,1,2,1,7,1,7,1,6,1,3,1,7,1,3,5,6,6,2,1,2,4,1,4,5,1,6,2,5,3,2,6,3,6,4,3,5,5,4,4,2,5,5,4,6,1,1,5,5,5,4,5,5,6,6,较为熟悉：自学/半专业，曾经系统练习或参加乐团/乐队，对乐理或技能有一定掌握,我几乎每天都听音乐，但每天 1~2 小时左右,女,25-34岁,领导干部(公司/企业/事业单位/党政机关),浙江温州,江苏苏州,0,0
WPWmjaqGVBy,WMRlbmPL,2025/3/21 17:38,2025/3/21 17:55,1067,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,111.183.132.239,114.2610397,30.4455585,湖北省,武汉市,MOBILE,iOS,WeChat,390px*844px,"I3,I1,I4,U2,test2,U3,M3,C4,M2,S4,S3,S1,I5,M1,test1,M5,S2,C5,S5,I2,U1,U4,M4,C3,C2,C1,U5",1,4,1,3,1,3,1,2,1,4,1,6,1,3,1,4,1,4,1,4,1,3,1,4,1,2,1,4,1,5,1,5,1,6,出现了男声,1,4,1,5,1,5,1,6,1,4,1,5,1,6,1,2,1,4,1,4,1,3,5,4,6,6,1,1,6,2,3,4,3,4,2,5,6,6,5,2,5,3,3,5,4,3,2,5,6,4,6,5,4,3,4,6,4,2,5,5,6,3,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我每周里有3~5天会听音乐，每次时长不限,女,18-25岁,初高中学生/大学生/研究生/博士,湖北省随州市,湖北省武汉市,-1,1
Q482gaxXamG,G7XQYbrL,2025/3/21 17:37,2025/3/21 17:55,1116,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,49.95.99.171,120.565673,31.89861,江苏省,苏州市,MOBILE,Android,Chrome,360px*780px,"U4,C4,C1,test2,I3,U3,U2,C2,S1,M3,U5,C5,M1,I4,S2,C3,S4,M4,S5,S3,I2,I5,I1,M2,U1,test1,M5",1,5,1,5,1,6,1,5,1,5,1,4,1,7,1,5,1,5,1,7,1,7,1,4,1,4,1,3,1,4,1,2,1,2,出现了男声,1,1,1,5,1,3,1,3,1,3,1,6,1,5,1,7,2,6,1,5,1,2,6,5,6,2,1,2,6,3,3,4,2,4,2,3,3,2,5,2,5,4,1,6,5,2,5,1,6,4,5,4,1,1,5,6,5,4,6,3,5,4,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我每周里有3~5天会听音乐，每次时长不限,男,25-34岁,普通职员(公司/企业/事业单位/党政机关),苏州市,苏州市,1,0
lxOdXwyOZQp,8MZj8vDM,2025/3/21 17:43,2025/3/21 17:55,720,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,39.144.228.201,106.666989,26.561303,贵州省,贵阳市,MOBILE,Android,Chrome,360px*720px,"test2,I3,U2,M5,I4,M4,C3,M3,S4,C4,U5,I2,S3,I5,U4,C2,C5,S1,S2,C1,U3,M1,test1,I1,U1,S5,M2",1,3,1,3,1,5,1,3,1,5,1,5,2,3,1,5,1,7,1,5,1,5,1,6,1,3,1,2,1,2,1,3,1,6,出现了男声,1,6,1,5,1,7,1,6,1,7,1,7,1,6,1,7,1,5,1,3,1,2,6,5,6,1,1,1,6,1,3,5,2,6,1,3,2,2,5,1,5,5,1,5,6,3,5,1,6,5,5,5,2,2,5,5,6,6,5,5,6,6,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天不到 1 小时,男,25-34岁,普通职员(公司/企业/事业单位/党政机关),上海市,上海市,1,0
vN9Z4bmY08b,kMrwEa07,2025/3/21 17:36,2025/3/21 17:54,1096,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,27.155.79.251,118.313107,26.900713,福建省,南平市,MOBILE,Android,WeChat,360px*800px,"I3,S5,S3,U1,C1,U5,I1,S1,I4,test2,C5,U4,M2,M1,I2,S4,I5,M4,S2,M5,test1,M3,C2,C4,U2,C3,U3",1,5,1,5,1,5,1,5,1,6,1,5,1,6,1,7,1,5,1,5,1,5,1,6,1,7,1,6,1,5,1,6,1,6,出现了男声,1,6,1,5,1,5,1,6,1,7,1,5,1,6,1,5,1,7,1,6,1,1,6,6,6,2,1,1,5,2,4,5,2,4,2,4,2,1,5,2,5,5,2,5,6,5,5,2,6,4,6,5,1,2,5,6,5,5,6,4,5,5,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我几乎每天都听音乐，但每天 1~2 小时左右,女,25-34岁,普通职员(公司/企业/事业单位/党政机关),泉州,厦门,-1,0
gnED3DmRVzl,BeppZ13e,2025/3/21 17:35,2025/3/21 17:54,1134,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,106.84.236.87,105.892264,29.367949,重庆市,市辖区,MOBILE,Android,WeChat,400px*867px,"M2,M3,U1,I1,S1,C5,C2,M1,I3,M5,U2,S4,U4,I4,I5,S2,C4,U5,C3,S5,C1,S3,test1,U3,M4,test2,I2",1,7,1,6,1,6,1,5,1,7,1,7,1,5,1,7,1,5,1,6,1,5,1,5,1,6,1,6,1,7,1,5,1,7,出现了男声,1,7,1,6,1,7,1,5,1,5,1,6,1,6,1,7,1,6,1,6,1,2,6,5,5,1,1,2,5,2,6,6,3,5,1,6,2,1,4,3,5,5,3,4,6,6,5,2,5,3,6,6,2,1,5,4,5,6,6,6,6,5,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天不到 1 小时,女,25-34岁,普通职员(公司/企业/事业单位/党政机关),重庆永川,重庆永川,0,1
XOA6abAjQyO,8MZNJ6yM,2025/3/21 17:29,2025/3/21 17:53,1418,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,112.22.53.169,119.434331,32.414223,江苏省,扬州市,MOBILE,Android,WeChat,362px*804px,"I5,S5,C1,C4,I2,U4,C5,test1,I4,S4,M2,S1,M3,I3,U2,M1,C3,I1,U5,M4,test2,S2,M5,S3,U3,C2,U1",1,4,1,3,1,6,1,6,1,3,1,4,1,4,1,6,2,3,1,5,1,5,1,3,1,4,1,5,1,4,1,4,1,4,出现了男声,1,3,1,3,1,3,1,2,1,3,1,6,1,5,1,4,1,4,1,6,1,3,5,4,4,6,1,2,4,4,4,3,4,4,4,4,6,2,4,4,4,2,2,5,4,4,2,3,4,4,4,2,4,2,4,5,1,3,5,4,4,3,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我每周里有3~5天会听音乐，每次时长不限,女,55-64岁,普通职员(公司/企业/事业单位/党政机关),.江苏扬州,北京,1,0
bNqr0qOWrWy,VMJr4JnM,2025/3/21 17:37,2025/3/21 17:55,1083,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,117.136.23.52,110.732382,32.646749,湖北省,十堰市,MOBILE,Android,Chrome,360px*780px,"S3,M4,U2,S2,I4,M2,S4,M5,test1,C1,I5,C5,U4,S5,test2,I3,C4,M3,I2,U5,M1,S1,C2,U1,U3,I1,C3",1,5,1,7,1,6,1,2,1,5,1,5,1,6,1,6,1,5,1,6,1,7,1,7,1,7,1,5,1,6,1,7,1,3,出现了男声,1,2,1,3,1,1,1,3,1,3,1,6,1,5,1,5,1,4,1,6,1,2,6,5,6,6,1,2,5,2,3,2,1,4,3,2,5,4,5,3,5,3,2,5,5,2,6,2,6,5,6,4,3,2,5,4,2,4,5,6,6,5,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我几乎每天都听音乐，但每天不到 1 小时,女,25-34岁,普通职员(公司/企业/事业单位/党政机关),武汉,武汉,1,-1
oB1ZAkmwErK,J7qA4bq7,2025/3/21 17:34,2025/3/21 17:53,1148,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,223.106.148.9,121.792661,31.90991,江苏省,南通市,MOBILE,Android,Chrome,393px*851px,"S2,S4,S1,C4,U4,C1,M1,M3,S3,U3,I1,test1,test2,I4,C3,U2,I5,M2,I3,M4,M5,U5,I2,C5,S5,C2,U1",1,6,1,6,1,3,1,7,1,5,1,2,1,7,1,6,1,6,1,6,1,7,1,3,1,5,1,5,1,1,1,5,1,2,出现了男声,1,1,1,2,1,1,1,5,2,5,1,7,1,7,1,7,1,5,1,7,1,1,6,6,5,2,1,2,6,1,4,5,2,6,1,4,2,1,6,2,6,5,3,6,6,5,5,2,6,5,5,5,1,1,5,5,5,5,5,5,6,6,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我每周里有3~5天会听音乐，每次时长不限,女,25-34岁,普通职员(公司/企业/事业单位/党政机关),江苏南通,南通,0,-1
WPWmY1jG3ry,qM62QKVM,2025/3/21 17:34,2025/3/21 17:53,1095,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,112.224.164.44,120.331005,36.058758,山东省,青岛市,MOBILE,Android,WeChat,393px*851px,"M1,test1,S4,U4,U1,C5,I3,I2,I4,U5,M2,S1,S3,test2,I1,C3,C1,U3,M4,C4,M5,U2,S5,M3,I5,C2,S2",1,4,1,3,1,4,1,2,1,6,1,5,1,6,1,5,1,4,1,5,1,4,1,4,1,4,1,4,1,4,1,3,1,4,出现了男声,1,2,1,2,1,3,1,4,1,3,1,4,1,5,1,4,1,3,1,4,1,2,5,5,5,2,1,2,5,2,4,5,2,2,2,4,2,2,5,2,5,2,2,6,6,4,4,1,6,5,6,5,2,2,6,5,5,4,4,5,5,4,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天不到 1 小时,女,18-25岁,普通职员(公司/企业/事业单位/党政机关),广东惠州,广东深圳,-1,1
bNqr4Er3WNR,me3NPOEL,2025/3/21 17:30,2025/3/21 17:52,1308,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,220.202.248.65,111.6280514,26.2252486,湖南省,永州市,MOBILE,Android,Chrome,360px*720px,"M4,C5,S5,I2,S3,C3,I5,I4,U3,U4,U2,I1,M2,U5,test1,S2,M5,I3,test2,C1,S4,C4,C2,M3,M1,S1,U1",1,7,1,6,1,2,2,6,1,6,1,7,1,6,1,7,1,6,1,7,1,7,1,1,1,6,1,6,1,7,1,1,2,1,出现了男声,1,1,1,1,1,1,1,2,1,6,1,7,1,6,1,6,1,6,1,7,1,1,6,6,6,1,1,1,6,1,5,5,1,6,1,5,1,1,6,1,6,6,1,6,5,6,6,2,5,5,6,6,2,1,6,5,6,6,5,5,5,6,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天 1~2 小时左右,男,35-44岁,领导干部(公司/企业/事业单位/党政机关),长沙,长沙,1,0
vN9Zm49YnPb,qM6awBVe,2025/3/21 17:35,2025/3/21 17:51,977,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,140.243.56.66,117.61202,27.261303,福建省,南平市,MOBILE,Android,WeChat,360px*720px,"I5,C2,C5,M1,U1,S1,C1,I4,U2,S2,C4,U5,S5,M5,S3,I3,M4,U4,S4,I1,test1,I2,C3,M2,M3,U3,test2",1,7,1,6,1,6,1,6,1,5,1,5,1,6,1,5,1,6,1,6,1,5,1,6,1,5,1,6,1,7,1,5,1,6,出现了男声,1,4,1,5,1,6,1,5,1,5,1,5,1,5,1,7,1,5,1,7,1,1,5,5,6,2,1,1,5,2,5,5,2,4,2,4,2,1,6,1,6,5,2,5,5,4,5,2,5,4,5,5,1,2,6,6,5,5,6,5,5,5,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天 1~2 小时左右,女,25-34岁,普通职员(公司/企业/事业单位/党政机关),三明市,福州市,0,1
mn9oJ36bDld,J7Bpkwne,2025/3/21 17:32,2025/3/21 17:50,1107,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,122.96.32.96,118.846415,31.945946,江苏省,南京市,MOBILE,Android,Chrome,360px*780px,"C2,C4,I5,I3,S5,S1,M2,U4,I4,M4,M3,U5,I2,M5,U1,S2,test1,M1,U2,C1,test2,U3,C5,S4,S3,C3,I1",1,5,1,6,1,5,1,5,1,4,1,5,1,5,1,5,1,4,1,6,1,6,1,4,1,5,1,5,1,4,1,4,1,4,出现了男声,1,3,1,3,1,2,1,3,1,3,1,6,1,5,1,4,1,2,1,6,1,1,6,5,5,3,1,1,5,2,4,4,2,5,2,4,3,1,5,2,5,4,3,5,5,3,4,2,6,5,5,4,2,1,5,4,4,5,5,5,6,5,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我每周里1~2天会听音乐,女,35-44岁,领导干部(公司/企业/事业单位/党政机关),南京,南京,1,0
lxOdvq9jXmg,4enjvEWe,2025/3/21 17:35,2025/3/21 17:49,896,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,171.83.215.139,115.376055,30.754408,湖北省,黄冈市,MOBILE,iOS,WeChat,375px*667px,"S4,I3,M1,M4,M3,U3,C4,M5,U4,I1,S2,S3,S5,U1,C1,test2,M2,I4,S1,U5,C3,U2,test1,C2,C5,I5,I2",1,6,2,2,1,5,2,3,1,7,2,6,1,6,1,7,1,7,2,5,2,6,2,3,1,7,2,5,2,6,2,2,1,7,出现了男声,2,1,2,2,2,1,2,1,2,6,1,5,1,5,1,6,2,4,1,7,1,1,6,6,5,1,1,1,6,1,4,5,2,6,1,5,3,1,6,1,5,5,1,6,6,4,4,1,6,5,5,5,2,1,6,5,5,5,6,6,6,4,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天不到 1 小时,男,25-34岁,领导干部(公司/企业/事业单位/党政机关),仙桃市,武汉市,0,-1
gnEDaRyKKPl,VMJjlN3M,2025/3/21 17:35,2025/3/21 17:49,856,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,183.251.194.11,118.485914,24.821379,福建省,泉州市,MOBILE,Android,WeChat,360px*800px,"test2,C3,M1,I4,I3,C1,U2,U3,S2,M3,U5,C2,S1,C5,test1,I5,I1,I2,M4,S5,C4,S4,M5,S3,U1,U4,M2",1,6,1,5,1,6,1,7,1,5,1,6,1,7,1,6,1,5,1,5,1,6,1,5,1,5,1,6,1,4,1,6,1,6,出现了男声,1,5,1,5,1,7,1,5,1,6,1,4,1,5,1,6,1,7,1,5,1,1,5,5,5,2,1,1,5,2,4,5,1,4,2,4,2,1,6,1,5,5,2,5,5,4,4,2,5,4,5,6,2,2,5,6,5,5,5,5,5,5,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天 1~2 小时左右,女,25-34岁,普通职员(公司/企业/事业单位/党政机关),南平市,厦门市,-1,-1
XOA63la9w8j,RMWdGrG7,2025/3/21 17:33,2025/3/21 17:49,937,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,61.161.7.250,124.375726,43.167666,吉林省,四平市,MOBILE,Android,WeChat,400px*867px,"test1,U2,C4,I4,M5,I5,U4,M4,M1,S3,U5,C2,M2,M3,U1,C1,I3,C5,I1,test2,I2,S1,S4,S2,U3,S5,C3",1,6,1,3,1,7,3,3,1,7,11,5,1,6,1,5,23,6,28,5,2,5,1,6,10,7,1,7,1,7,1,7,1,6,出现了男声,1,5,9,6,3,2,8,6,1,6,1,7,1,6,10,6,1,6,24,5,1,2,6,5,6,2,1,2,5,1,6,5,1,5,2,5,2,1,6,2,6,6,1,5,5,6,3,2,5,5,6,5,2,1,4,6,5,5,6,6,5,1,较为熟悉：自学/半专业，曾经系统练习或参加乐团/乐队，对乐理或技能有一定掌握,我几乎每天都听音乐，但每天 1~2 小时左右,女,25-34岁,普通职员(公司/企业/事业单位/党政机关),哈尔滨,吉林市,1,0
gnEDarGkNxQ,kM1oX2nL,2025/3/21 17:29,2025/3/21 17:48,1163,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,183.17.233.127,113.9761217,22.5617185,广东省,深圳市,MOBILE,iOS,WeChat,390px*844px,"I4,C3,M2,M3,S3,U2,M1,U4,I5,S2,U5,I1,U3,S1,C1,C2,M4,I3,I2,U1,S5,M5,S4,test2,C5,C4,test1",1,5,1,4,1,6,1,3,1,5,1,6,1,5,1,7,1,5,1,6,1,5,1,4,1,6,1,4,1,5,1,4,1,6,出现了男声,1,2,1,5,1,5,1,5,1,6,1,6,1,7,1,3,1,7,1,4,1,1,6,6,4,2,1,1,6,3,5,5,4,5,2,4,3,5,6,1,4,4,3,5,6,3,5,2,5,4,5,5,2,1,6,5,6,5,6,3,6,6,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天不到 1 小时,女,35-44岁,个体经营/私营企业/创业公司老板,广州,深圳,-1,1
Q482z1gAQYv,AM9jjmW7,2025/3/21 17:28,2025/3/21 17:47,1144,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,49.73.134.3,120.556424,31.267193,江苏省,苏州市,MOBILE,Android,WeChat,363px*797px,"I3,C1,M2,S4,C3,S1,M1,U2,U4,I2,I5,U3,U5,M4,U1,C2,S2,test1,C4,test2,C5,I1,M5,S5,I4,M3,S3",1,7,1,3,1,5,1,2,1,7,1,5,1,7,1,7,1,5,1,6,1,5,1,5,1,6,1,6,1,5,1,6,1,5,出现了男声,1,3,1,6,1,3,1,5,1,5,1,4,1,5,1,5,1,3,1,7,1,1,6,5,6,2,1,1,5,2,6,5,1,5,3,4,1,2,5,1,5,4,2,6,5,4,5,2,6,4,6,6,2,2,5,6,6,5,5,4,6,6,较为熟悉：自学/半专业，曾经系统练习或参加乐团/乐队，对乐理或技能有一定掌握,我几乎每天都听音乐，但每天 1~2 小时左右,女,55-64岁,领导干部(公司/企业/事业单位/党政机关),江苏淮安,江苏苏州,-1,1
mn9oJjV55Jg,VMJ1n9Oe,2025/3/21 17:33,2025/3/21 17:47,868,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,117.136.6.77,126.813435,42.388697,吉林省,白山市,MOBILE,Android,WeChat,356px*739px,"C5,S1,C1,M2,I5,S4,test2,U3,M5,U1,S2,I2,I4,I1,C4,C3,S3,U4,M1,S5,U5,U2,M4,C2,M3,I3,test1",23,7,1,7,2,7,1,3,20,6,1,6,3,6,1,6,22,7,1,6,1,7,1,6,1,6,1,6,1,6,1,6,1,6,出现了男声,1,3,1,6,1,6,1,6,1,3,1,7,7,7,1,5,2,7,4,5,1,2,6,6,6,1,1,2,6,2,6,5,1,5,2,6,2,1,5,1,5,6,2,5,6,5,2,2,6,5,4,5,2,1,5,5,5,6,5,6,5,1,较为熟悉：自学/半专业，曾经系统练习或参加乐团/乐队，对乐理或技能有一定掌握,我几乎每天都听音乐，但每天 1~2 小时左右,男,25-34岁,普通职员(公司/企业/事业单位/党政机关),长沙市,长春市,0,-1
lxOdvDx0Nkx,VMJ5Dawe,2025/3/21 17:25,2025/3/21 17:46,1293,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,171.44.182.44,111.451624,30.396145,湖北省,宜昌市,MOBILE,Android,WeChat,360px*803px,"M5,U1,U2,test1,U5,C2,test2,I1,U4,C4,C1,M3,I4,S3,U3,C5,M2,S5,I5,S1,M1,M4,C3,I3,S4,S2,I2",1,6,1,3,1,5,1,5,1,5,1,5,1,6,1,6,1,5,1,6,1,5,1,5,1,6,1,6,1,5,1,5,1,1,出现了男声,1,2,1,4,1,3,1,3,1,2,1,3,1,4,1,3,1,4,1,3,1,3,6,4,4,2,1,1,6,2,4,5,2,5,2,4,2,1,6,2,4,5,3,6,4,4,4,2,6,5,5,5,2,1,4,4,5,5,5,5,5,4,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我每周里有3~5天会听音乐，每次时长不限,男,25-34岁,普通职员(公司/企业/事业单位/党政机关),武汉,武汉,-1,1
XOA63pmNk6G,BMDNxwqL,2025/3/21 17:29,2025/3/21 17:46,1020,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,182.143.191.136,106.549927,31.069123,四川省,绵阳市,MOBILE,Android,WeChat,370px*816px,"C4,M4,S5,C1,M2,U3,M1,test1,U2,I2,U1,S1,C5,U4,C2,M5,I1,I4,M3,I5,test2,S3,C3,S2,S4,I3,U5",1,6,1,6,1,5,1,7,1,2,1,5,1,7,35,5,1,6,1,5,1,5,1,3,41,6,2,5,110,5,1,3,1,5,出现了男声,1,2,2,3,1,3,1,3,1,3,1,5,1,6,1,7,1,3,34,6,1,2,6,5,5,2,1,1,5,1,2,5,5,5,1,2,2,2,6,2,2,5,2,6,6,1,5,2,6,5,5,5,1,1,5,5,5,5,5,6,5,6,一般了解：仅了解少量乐理，主要是听歌，偶尔有一些简单演奏或相关知识,我几乎每天都听音乐，但每天 1~2 小时左右,男,25-34岁,普通职员(公司/企业/事业单位/党政机关),南充市嘉陵区,南充市顺庆区,-1,0
XOA63o1o54r,DMx9VYJ7,2025/3/21 17:28,2025/3/21 17:46,1105,1,UB36Fz,音乐片段感受调研问卷_见数数据库3,222.137.130.144,113.5732923,34.7808556,河南省,郑州市,MOBILE,iOS,WeChat,393px*852px,"C5,U1,I4,S1,S5,test1,C3,S4,U5,I3,I5,test2,I2,S3,M5,I1,C2,U4,C1,S2,U3,M1,M3,C4,M2,U2,M4",1,5,1,5,1,6,1,5,1,4,1,5,1,5,1,5,1,5,1,5,1,6,1,4,1,6,1,5,1,6,1,4,1,4,出现了男声,1,3,1,4,1,3,1,5,1,3,1,6,1,6,1,6,1,5,1,5,1,3,5,5,4,2,1,3,5,2,4,4,3,4,3,4,3,3,4,3,5,3,3,5,4,4,4,4,4,4,4,4,3,3,4,4,4,4,5,4,5,4,纯粹爱好/不了解：不涉及任何乐理或演奏学习，听歌只为娱乐放松,我几乎每天都听音乐，但每天 1~2 小时左右,女,18-25岁,初高中学生/大学生/研究生/博士,安阳,北京,0,-1
